application_id,user_id,application_at,credit_score,approved,activated
1157,106927,2026-06-05 23:56:00,583,1,1
1158,106938,2026-05-12 11:45:00,624,1,1
1159,106941,2026-05-30 14:53:00,580,1,1
1160,106946,2026-05-14 03:56:00,622,1,1
1161,106949,2026-05-11 16:09:00,576,1,1
1162,106954,2026-05-24 19:43:00,574,1,1
1163,106957,2026-05-28 10:46:00,655,1,1
1164,106964,2026-05-26 05:38:00,783,1,1
1165,106965,2026-05-15 04:15:00,684,1,1
1166,106992,2026-05-28 14:22:00,597,1,1
1167,106998,2026-06-13 01:29:00,623,0,0
1168,107019,2026-05-27 19:01:00,625,1,0
1169,107024,2026-05-16 04:00:00,664,1,1
1170,107033,2026-06-08 06:50:00,626,1,1
1171,107035,2026-06-07 12:51:00,639,1,1
1172,107042,2026-05-28 09:03:00,653,1,1
1173,107044,2026-06-08 21:11:00,645,1,1
1174,107046,2026-06-10 23:58:00,594,0,0
1175,107047,2026-05-29 06:15:00,726,1,0
1176,107048,2026-05-22 00:12:00,614,0,0
1177,107051,2026-05-07 22:06:00,709,1,1
1178,107062,2026-05-12 09:45:00,631,1,0
1179,107068,2026-05-15 15:06:00,544,0,0
1180,107095,2026-05-31 12:59:00,706,0,0
1181,107097,2026-05-12 23:34:00,679,1,0
1182,107100,2026-05-26 21:32:00,674,1,0
1183,107101,2026-05-13 03:26:00,716,1,1
1184,107105,2026-05-17 16:16:00,612,1,1
1185,107115,2026-05-20 16:41:00,645,1,1
1186,107118,2026-05-28 04:15:00,644,1,1
1187,107136,2026-05-20 16:37:00,717,0,0
1188,107146,2026-05-21 00:39:00,732,1,0
1189,107159,2026-06-10 10:30:00,711,1,0
1190,107161,2026-05-08 18:05:00,470,1,1
1191,107164,2026-05-25 01:27:00,496,0,0
1192,107173,2026-05-20 23:54:00,598,1,1
1193,107183,2026-05-29 05:25:00,640,1,1
1194,107189,2026-06-01 02:07:00,607,1,0
1195,107199,2026-05-27 19:38:00,708,1,1
1196,107204,2026-05-25 18:28:00,696,1,0
1197,107207,2026-05-22 13:49:00,606,0,0
1198,107208,2026-05-08 22:24:00,589,1,1
1199,107209,2026-06-04 23:32:00,603,0,0
1200,107227,2026-05-23 04:59:00,635,1,1
1201,107230,2026-05-19 11:53:00,551,1,1
1202,107233,2026-05-16 15:22:00,499,0,0
1203,107235,2026-05-18 12:11:00,773,0,0
1204,107244,2026-06-03 17:59:00,583,1,1
1205,107245,2026-06-02 22:24:00,751,1,1
1206,107246,2026-05-23 05:07:00,618,1,1
1207,107248,2026-06-10 05:20:00,755,1,1
1208,107249,2026-05-23 11:35:00,607,1,1
1209,107258,2026-05-16 22:40:00,697,0,0
1210,107263,2026-05-28 18:41:00,600,1,0
1211,107271,2026-05-28 09:50:00,639,1,0
1212,107276,2026-05-13 08:31:00,629,1,1
1213,107284,2026-05-16 15:38:00,709,1,0
1214,107295,2026-06-06 15:36:00,664,1,0
1215,107298,2026-05-23 20:19:00,697,1,1
1216,107299,2026-05-25 05:44:00,578,0,0
1217,107312,2026-05-31 10:31:00,531,0,0
1218,107319,2026-05-31 06:31:00,535,0,0
1219,107324,2026-05-22 17:43:00,591,1,1
1220,107325,2026-06-03 13:31:00,663,1,0
1221,107344,2026-05-29 10:48:00,638,0,0
1222,107357,2026-06-03 06:06:00,639,1,0
1223,107362,2026-06-08 17:29:00,648,1,1
1224,107364,2026-05-06 10:10:00,639,1,1
1225,107367,2026-05-12 15:13:00,568,1,1
1226,107368,2026-05-24 10:04:00,675,0,0
1227,107372,2026-05-06 14:30:00,616,1,1
1228,107373,2026-05-24 07:37:00,620,1,0
1229,107381,2026-05-20 08:25:00,728,1,0
1230,107383,2026-06-01 21:07:00,518,1,0
1231,107384,2026-05-17 05:59:00,595,1,1
1232,107385,2026-06-04 07:43:00,686,1,1
1233,107390,2026-06-06 05:41:00,629,0,0
1234,107391,2026-05-04 13:13:00,678,0,0
1235,107392,2026-05-22 01:46:00,684,0,0
1236,107400,2026-05-12 11:13:00,583,1,0
1237,107405,2026-06-06 09:53:00,681,1,1
1238,107406,2026-05-15 04:54:00,648,0,0
1239,107417,2026-05-24 16:39:00,581,0,0
1240,107420,2026-05-30 04:58:00,621,1,1
1241,107422,2026-05-30 12:58:00,641,1,1
1242,107429,2026-05-31 01:24:00,729,1,0
1243,107441,2026-05-11 19:03:00,618,0,0
1244,107448,2026-05-19 15:55:00,707,0,0
1245,107452,2026-06-06 20:05:00,488,1,0
1246,107454,2026-05-23 14:50:00,600,1,0
1247,107458,2026-05-23 10:03:00,686,0,0
1248,107462,2026-05-07 20:00:00,680,1,0
1249,107465,2026-05-17 13:23:00,696,1,1
1250,107467,2026-05-18 00:46:00,616,1,1
1251,107477,2026-06-08 08:12:00,703,1,1
1252,107478,2026-05-21 19:24:00,675,1,0
1253,107488,2026-06-01 16:40:00,681,0,0
1254,107492,2026-05-25 17:27:00,662,1,1
1255,107496,2026-05-29 01:25:00,607,1,1
1256,107501,2026-05-24 03:23:00,629,0,0
1257,107510,2026-05-21 22:39:00,586,1,0
1258,107511,2026-06-14 20:52:00,681,1,1
1259,107512,2026-05-22 13:53:00,639,1,0
1260,107515,2026-05-10 23:49:00,625,0,0
1261,107517,2026-05-18 15:52:00,469,0,0
1262,107518,2026-05-14 13:53:00,578,0,0
1263,107533,2026-05-09 05:37:00,667,0,0
1264,107538,2026-05-19 01:02:00,737,0,0
1265,107544,2026-05-28 19:26:00,647,1,1
1266,107546,2026-05-03 21:51:00,558,1,0
1267,107553,2026-05-21 05:12:00,621,0,0
1268,107564,2026-06-03 11:05:00,638,1,1
1269,107567,2026-05-27 02:10:00,718,1,1
1270,107574,2026-06-13 05:17:00,589,0,0
1271,107575,2026-05-27 07:41:00,659,1,1
1272,107588,2026-05-29 04:13:00,587,1,0
1273,107598,2026-05-08 07:12:00,750,1,1
1274,107603,2026-05-23 05:29:00,526,0,0
1275,107605,2026-05-23 20:27:00,734,1,1
1276,107612,2026-05-06 00:13:00,499,0,0
1277,107630,2026-05-27 08:12:00,698,1,1
1278,107632,2026-05-20 21:02:00,785,0,0
1279,107633,2026-05-24 02:25:00,654,1,0
1280,107638,2026-06-05 19:55:00,731,1,1
1281,107642,2026-05-30 16:25:00,631,0,0
1282,107649,2026-05-08 18:07:00,633,1,0
1283,107653,2026-05-25 15:35:00,700,0,0
1284,107656,2026-05-21 14:11:00,608,1,1
1285,107663,2026-05-15 23:17:00,642,1,1
1286,107668,2026-05-19 18:33:00,786,1,0
1287,107669,2026-06-04 11:10:00,529,0,0
1288,107670,2026-06-02 12:13:00,621,0,0
1289,107671,2026-06-02 04:40:00,653,0,0
1290,107673,2026-06-07 11:37:00,555,1,1
1291,107675,2026-06-13 07:48:00,632,1,1
1292,107676,2026-05-18 17:08:00,580,0,0
1293,107681,2026-05-19 17:02:00,678,1,1
1294,107685,2026-05-06 18:32:00,616,0,0
1295,107692,2026-05-30 03:27:00,656,1,1
1296,107695,2026-06-17 03:10:00,732,0,0
1297,107699,2026-05-19 15:14:00,665,0,0
1298,107711,2026-05-05 21:16:00,850,1,1
1299,107712,2026-06-17 13:58:00,564,1,1
1300,107716,2026-05-22 02:28:00,699,1,1
1301,107729,2026-06-04 23:49:00,721,0,0
1302,107733,2026-05-17 15:58:00,563,1,0
1303,107742,2026-05-25 10:44:00,557,0,0
1304,107744,2026-05-19 16:16:00,487,0,0
1305,107749,2026-05-26 21:15:00,701,1,1
1306,107755,2026-06-07 19:36:00,736,0,0
1307,107763,2026-06-10 23:11:00,607,1,1
1308,107764,2026-05-31 09:49:00,577,0,0
1309,107777,2026-05-31 05:04:00,683,1,0
1310,107778,2026-06-03 19:30:00,722,1,1
1311,107784,2026-05-09 20:02:00,695,0,0
1312,107785,2026-05-21 00:26:00,758,0,0
1313,107791,2026-05-20 21:00:00,641,1,1
1314,107801,2026-06-04 04:19:00,499,1,1
1315,107802,2026-05-14 20:32:00,712,1,1
1316,107808,2026-06-09 06:47:00,737,0,0
1317,107810,2026-06-01 10:04:00,536,1,0
1318,107815,2026-06-01 19:28:00,517,0,0
1319,107816,2026-05-10 11:53:00,535,0,0
1320,107827,2026-06-02 03:08:00,741,1,1
1321,107837,2026-05-22 02:26:00,635,1,1
1322,107855,2026-06-10 10:14:00,663,1,1
1323,107860,2026-05-14 03:14:00,709,0,0
1324,107863,2026-05-31 11:46:00,493,1,1
1325,107865,2026-05-12 07:05:00,814,1,0
1326,107866,2026-05-18 17:17:00,688,0,0
1327,107868,2026-06-11 02:26:00,591,0,0
1328,107871,2026-05-24 20:34:00,812,1,0
1329,107875,2026-05-28 19:48:00,644,1,1
1330,107876,2026-06-06 23:14:00,623,1,0
1331,107888,2026-05-22 14:01:00,713,1,1
1332,107891,2026-06-02 18:17:00,646,0,0
1333,107892,2026-05-19 04:27:00,585,1,1
1334,107893,2026-05-19 16:51:00,646,1,1
1335,107899,2026-06-12 18:07:00,735,1,0
1336,107901,2026-05-26 03:16:00,649,0,0
1337,107912,2026-05-21 07:35:00,637,1,1
1338,107915,2026-05-14 00:45:00,734,1,1
1339,107917,2026-06-04 12:00:00,691,1,1
1340,107931,2026-06-15 13:21:00,546,0,0
1341,107934,2026-05-29 05:46:00,626,0,0
1342,107936,2026-06-01 01:01:00,661,1,1
1343,107937,2026-06-07 12:38:00,631,1,1
1344,107944,2026-05-25 21:15:00,631,1,1
1345,107951,2026-05-16 05:57:00,563,0,0
1346,107965,2026-05-18 02:50:00,780,1,1
1347,107974,2026-05-18 01:13:00,632,1,1
1348,107976,2026-05-17 21:29:00,545,1,1
1349,107984,2026-05-16 03:25:00,569,0,0
1350,107989,2026-06-08 07:59:00,556,1,1
1351,107991,2026-05-26 12:30:00,568,0,0
1352,107992,2026-05-15 10:02:00,612,1,1
1353,108003,2026-05-23 18:14:00,702,0,0
1354,108009,2026-06-05 14:14:00,820,1,0
1355,108012,2026-05-22 11:45:00,531,1,1
1356,108032,2026-05-12 01:21:00,726,1,1
1357,108036,2026-05-13 11:19:00,647,1,0
1358,108037,2026-05-31 05:03:00,661,1,1
1359,108038,2026-05-28 03:19:00,577,1,0
1360,108044,2026-06-04 13:20:00,524,1,1
1361,108045,2026-05-23 06:05:00,558,1,0
1362,108058,2026-05-31 21:17:00,634,1,1
1363,108059,2026-06-01 16:35:00,576,0,0
1364,108064,2026-05-20 20:06:00,603,0,0
1365,108068,2026-05-16 18:58:00,684,1,0
1366,108070,2026-05-23 04:31:00,445,1,0
1367,108072,2026-06-06 10:11:00,585,1,1
1368,108077,2026-05-30 17:25:00,554,0,0
1369,108083,2026-05-22 06:33:00,557,1,1
1370,108085,2026-06-06 18:21:00,610,0,0
1371,108086,2026-05-19 17:09:00,619,1,1
1372,108096,2026-05-29 02:55:00,452,1,1
1373,108104,2026-05-24 22:00:00,680,1,0
1374,108107,2026-05-17 02:44:00,612,1,1
1375,108110,2026-05-13 08:46:00,813,0,0
1376,108122,2026-06-06 00:55:00,631,1,1
1377,108125,2026-05-19 23:41:00,755,1,0
1378,108137,2026-05-27 06:15:00,665,1,0
1379,108144,2026-05-28 05:26:00,729,1,1
1380,108149,2026-05-08 19:02:00,622,1,0
1381,108150,2026-05-29 21:22:00,668,0,0
1382,108159,2026-06-10 12:19:00,665,0,0
1383,108164,2026-05-23 10:56:00,696,1,1
1384,108166,2026-05-24 10:42:00,687,1,1
1385,108169,2026-05-20 16:30:00,623,0,0
1386,108184,2026-05-18 18:05:00,812,1,1
1387,108186,2026-05-27 17:23:00,600,0,0
1388,108193,2026-06-06 16:56:00,725,1,1
1389,108195,2026-06-14 14:39:00,631,1,0
1390,108202,2026-05-26 18:29:00,698,1,0
1391,108207,2026-05-27 10:21:00,707,1,1
1392,108219,2026-05-30 20:15:00,813,1,1
1393,108221,2026-05-03 07:08:00,696,1,1
1394,108224,2026-06-11 20:27:00,670,1,1
1395,108227,2026-05-06 21:23:00,685,1,1
1396,108231,2026-06-03 08:52:00,754,1,1
1397,108235,2026-05-15 06:55:00,666,0,0
1398,108236,2026-05-24 20:32:00,647,1,1
1399,108244,2026-05-25 23:45:00,640,1,0
1400,108252,2026-05-31 14:04:00,735,1,1
1401,108260,2026-05-17 18:17:00,733,0,0
1402,108275,2026-05-16 11:07:00,652,0,0
1403,108277,2026-05-25 23:45:00,695,1,1
1404,108284,2026-05-26 08:47:00,461,1,0
1405,108285,2026-05-27 22:35:00,548,0,0
1406,108302,2026-05-25 18:01:00,630,1,1
1407,108303,2026-05-28 20:22:00,558,0,0
1408,108306,2026-05-22 16:23:00,671,1,1
1409,108320,2026-05-13 21:28:00,707,1,1
1410,108329,2026-05-12 23:49:00,593,0,0
1411,108333,2026-05-24 17:40:00,535,0,0
1412,108334,2026-06-01 12:23:00,610,0,0
1413,108335,2026-05-20 11:20:00,755,0,0
1414,108344,2026-05-04 12:34:00,755,0,0
1415,108353,2026-05-17 00:53:00,677,0,0
1416,108358,2026-05-25 17:30:00,588,0,0
1417,108364,2026-05-30 13:24:00,607,1,1
1418,108375,2026-06-08 04:49:00,789,1,1
1419,108386,2026-05-25 19:47:00,632,1,1
1420,108394,2026-05-15 08:41:00,517,0,0
1421,108396,2026-05-17 13:32:00,624,0,0
1422,108407,2026-06-01 10:22:00,732,1,0
1423,108411,2026-06-05 18:42:00,627,0,0
1424,108414,2026-05-24 19:02:00,781,1,1
1425,108419,2026-05-18 03:44:00,635,1,1
1426,108422,2026-05-13 18:24:00,498,0,0
1427,108430,2026-05-05 01:03:00,670,1,1
1428,108431,2026-05-20 05:07:00,701,1,1
1429,108434,2026-05-15 20:14:00,594,0,0
1430,108443,2026-05-19 06:56:00,638,1,0
1431,108444,2026-05-25 05:40:00,701,0,0
1432,108449,2026-05-23 03:57:00,641,1,0
1433,108460,2026-06-08 02:49:00,679,0,0
1434,108463,2026-05-26 23:44:00,643,0,0
1435,108465,2026-06-02 05:17:00,704,0,0
1436,108467,2026-05-14 04:16:00,670,1,1
1437,108477,2026-05-22 15:48:00,619,1,0
1438,108483,2026-05-20 17:01:00,576,1,1
1439,108487,2026-05-23 23:02:00,491,0,0
1440,108494,2026-06-10 10:04:00,566,1,0
1441,108500,2026-05-16 08:28:00,773,0,0
1442,108501,2026-05-16 20:02:00,607,0,0
1443,108504,2026-06-01 17:19:00,850,0,0
1444,108508,2026-05-27 06:53:00,617,1,1
1445,108509,2026-06-02 15:34:00,704,1,1
1446,108520,2026-05-30 21:46:00,786,1,0
1447,108528,2026-05-11 16:39:00,672,0,0
1448,108551,2026-05-23 16:19:00,574,0,0
1449,108562,2026-06-04 21:28:00,652,0,0
1450,108588,2026-06-03 00:40:00,631,1,1
1451,108589,2026-05-12 21:02:00,774,0,0
1452,108597,2026-06-01 18:26:00,700,0,0
1453,108599,2026-05-27 04:50:00,648,0,0
1454,108612,2026-06-02 00:08:00,676,1,0
1455,108630,2026-05-05 23:20:00,700,0,0
1456,108642,2026-05-26 22:43:00,608,1,1
1457,108648,2026-05-06 12:35:00,633,0,0
1458,108652,2026-06-03 00:04:00,815,1,1
1459,108664,2026-05-16 21:26:00,641,1,1
1460,108674,2026-05-19 10:12:00,547,1,1
1461,108679,2026-06-01 17:23:00,690,0,0
1462,108680,2026-05-29 06:29:00,641,1,0
1463,108685,2026-05-10 10:02:00,606,1,1
1464,108686,2026-05-18 21:05:00,656,0,0
1465,108703,2026-06-03 06:55:00,644,0,0
1466,108721,2026-05-13 14:14:00,628,0,0
1467,108727,2026-06-02 16:36:00,714,1,1
1468,108732,2026-05-27 08:28:00,743,0,0
1469,108744,2026-05-29 14:35:00,549,0,0
1470,108745,2026-05-10 10:28:00,671,0,0
1471,108748,2026-05-12 22:03:00,563,1,0
1472,108752,2026-06-05 03:22:00,647,0,0
1473,108756,2026-05-25 18:19:00,592,1,1
1474,108758,2026-05-17 21:44:00,669,1,0
1475,108759,2026-06-10 06:41:00,601,1,1
1476,108766,2026-06-02 04:04:00,444,0,0
1477,108767,2026-05-10 02:56:00,690,1,1
1478,108769,2026-05-23 15:38:00,788,0,0
1479,108772,2026-05-11 07:31:00,760,1,1
1480,108794,2026-05-28 23:57:00,563,1,1
1481,108803,2026-05-10 06:59:00,659,0,0
1482,108810,2026-06-09 11:47:00,741,1,1
1483,108813,2026-05-24 17:57:00,641,0,0
1484,108820,2026-05-04 04:14:00,655,1,0
1485,108824,2026-05-23 08:09:00,640,1,0
1486,108826,2026-06-01 07:13:00,775,1,1
1487,108837,2026-06-01 06:16:00,803,0,0
1488,108854,2026-05-27 20:25:00,593,0,0
1489,108860,2026-06-04 22:30:00,587,1,1
1490,108863,2026-05-26 21:38:00,622,1,1
1491,108876,2026-06-01 15:38:00,644,0,0
1492,108878,2026-06-15 09:01:00,586,1,0
1493,108884,2026-05-03 22:30:00,596,1,1
1494,108887,2026-05-16 06:56:00,592,1,1
1495,108889,2026-05-27 07:22:00,541,1,1
1496,108894,2026-05-08 11:29:00,666,1,1
1497,108899,2026-05-04 22:47:00,717,1,1
1498,108912,2026-05-07 19:00:00,700,1,1
1499,108915,2026-05-16 22:45:00,614,0,0
1500,108924,2026-06-16 14:02:00,718,1,0
1501,108941,2026-05-04 14:12:00,561,1,1
1502,108945,2026-05-16 22:07:00,641,1,1
1503,108954,2026-05-12 22:42:00,524,0,0
1504,108958,2026-06-04 22:29:00,763,1,1
1505,108959,2026-05-28 12:39:00,608,0,0
1506,108961,2026-06-02 07:45:00,659,0,0
1507,108963,2026-05-23 05:22:00,553,0,0
1508,108968,2026-05-12 09:23:00,643,0,0
1509,108972,2026-06-03 07:30:00,734,1,1
1510,108973,2026-05-22 05:57:00,591,0,0
1511,108978,2026-05-31 13:15:00,713,1,1
1512,108979,2026-05-16 04:27:00,508,1,1
1513,108990,2026-05-23 00:40:00,586,1,1
1514,108997,2026-05-09 09:23:00,674,1,1
1515,109004,2026-06-05 09:56:00,636,1,0
1516,109019,2026-05-29 02:32:00,582,1,1
1517,109022,2026-05-18 16:07:00,579,1,1
1518,109028,2026-05-25 23:12:00,685,1,1
1519,109030,2026-05-16 06:42:00,609,1,1
1520,109031,2026-05-13 10:12:00,664,1,0
1521,109033,2026-05-30 07:02:00,638,0,0
1522,109044,2026-05-25 11:16:00,540,1,1
1523,109045,2026-05-29 00:31:00,773,1,0
1524,109048,2026-05-31 00:50:00,673,0,0
1525,109055,2026-06-06 10:23:00,617,1,1
1526,109061,2026-05-28 14:35:00,571,1,1
1527,109064,2026-05-13 06:07:00,612,0,0
1528,109066,2026-06-03 09:22:00,639,1,1
1529,109067,2026-05-19 15:43:00,728,0,0
1530,109076,2026-05-21 22:26:00,687,1,1
1531,109084,2026-05-27 10:57:00,693,1,1
1532,109095,2026-05-25 08:21:00,693,1,1
1533,109097,2026-05-25 20:15:00,683,1,1
1534,109101,2026-05-29 19:30:00,531,1,1
1535,109111,2026-05-17 02:01:00,656,1,1
1536,109114,2026-05-03 11:58:00,793,1,1
1537,109122,2026-05-28 16:28:00,485,1,1
1538,109125,2026-05-30 04:03:00,737,0,0
1539,109131,2026-05-12 07:51:00,676,0,0
1540,109140,2026-05-27 08:23:00,700,0,0
1541,109154,2026-06-11 01:44:00,702,1,1
1542,109157,2026-05-24 05:39:00,750,1,1
1543,109159,2026-05-12 15:43:00,655,0,0
1544,109183,2026-05-22 00:39:00,649,0,0
1545,109191,2026-05-22 21:50:00,651,1,1
1546,109196,2026-05-24 07:23:00,570,0,0
1547,109212,2026-06-04 14:33:00,664,0,0
1548,109228,2026-05-11 02:21:00,589,0,0
1549,109232,2026-05-29 04:06:00,604,0,0
1550,109237,2026-05-29 11:49:00,594,0,0
1551,109238,2026-05-27 22:43:00,678,0,0
1552,109246,2026-05-02 13:10:00,549,0,0
1553,109248,2026-05-19 16:29:00,692,0,0
1554,109264,2026-05-22 11:56:00,716,0,0
1555,109269,2026-06-06 11:27:00,739,1,1
1556,109271,2026-05-20 17:10:00,669,1,0
1557,109274,2026-05-30 01:39:00,669,0,0
1558,109279,2026-05-16 15:28:00,475,1,0
1559,109281,2026-06-04 01:33:00,704,0,0
1560,109286,2026-06-11 07:36:00,748,1,1
1561,109288,2026-05-21 14:23:00,728,1,1
1562,109291,2026-05-27 12:43:00,633,0,0
1563,109294,2026-05-14 21:14:00,633,0,0
1564,109298,2026-05-11 13:41:00,671,1,0
1565,109304,2026-05-26 19:35:00,698,1,1
1566,109307,2026-05-12 03:34:00,766,0,0
1567,109313,2026-05-07 01:56:00,596,1,1
1568,109318,2026-06-04 13:12:00,654,1,1
1569,109332,2026-06-01 06:11:00,513,0,0
1570,109334,2026-05-29 02:10:00,669,1,1
1571,109341,2026-05-27 01:08:00,667,1,1
1572,109342,2026-06-02 13:03:00,594,0,0
1573,109354,2026-06-05 06:00:00,595,1,1
1574,109363,2026-05-23 15:15:00,653,1,1
1575,109367,2026-05-17 00:06:00,764,1,1
1576,109370,2026-06-01 16:40:00,667,1,1
1577,109371,2026-05-24 21:49:00,641,1,1
1578,109379,2026-05-25 10:14:00,776,0,0
1579,109382,2026-06-05 23:46:00,681,1,1
1580,109385,2026-06-08 15:48:00,585,1,1
1581,109392,2026-05-17 11:37:00,691,0,0
1582,109395,2026-05-09 21:18:00,717,0,0
1583,109397,2026-05-24 11:39:00,652,0,0
1584,109410,2026-05-27 20:36:00,553,0,0
1585,109411,2026-05-11 04:51:00,629,0,0
1586,109416,2026-05-14 04:37:00,647,1,1
1587,109417,2026-05-09 17:49:00,562,1,1
1588,109426,2026-05-29 11:08:00,627,1,0
1589,109429,2026-05-26 16:22:00,607,0,0
1590,109434,2026-05-25 11:08:00,822,1,1
1591,109440,2026-05-21 19:36:00,605,0,0
1592,109445,2026-05-14 03:45:00,618,1,1
1593,109455,2026-05-25 09:03:00,712,1,1
1594,109458,2026-05-22 11:34:00,727,1,1
1595,109461,2026-05-25 09:40:00,638,1,1
1596,109466,2026-06-02 01:31:00,714,0,0
1597,109468,2026-05-30 10:38:00,496,0,0
1598,109469,2026-05-25 04:05:00,774,0,0
1599,109474,2026-05-23 01:25:00,542,0,0
1600,109477,2026-05-13 04:09:00,609,1,1
1601,109484,2026-05-23 10:25:00,775,1,1
1602,109486,2026-05-31 06:43:00,753,0,0
1603,109489,2026-05-22 07:00:00,569,0,0
1604,109490,2026-05-14 07:52:00,762,1,0
1605,109493,2026-06-07 19:41:00,674,0,0
1606,109496,2026-05-16 02:22:00,511,1,0
1607,109511,2026-05-28 21:08:00,709,0,0
1608,109512,2026-05-26 17:37:00,789,0,0
1609,109527,2026-05-30 06:03:00,666,1,1
1610,109542,2026-05-26 20:32:00,672,0,0
1611,109546,2026-05-06 15:35:00,727,1,1
1612,109547,2026-06-03 00:53:00,583,0,0
1613,109550,2026-05-16 06:53:00,710,1,1
1614,109552,2026-05-20 21:52:00,648,1,1
1615,109560,2026-05-24 16:49:00,599,1,0
1616,109570,2026-06-02 00:14:00,663,0,0
1617,109573,2026-05-26 13:42:00,567,0,0
1618,109590,2026-05-16 23:18:00,584,1,1
1619,109593,2026-05-16 14:34:00,697,0,0
1620,109595,2026-05-27 10:41:00,671,1,1
1621,109601,2026-05-26 10:34:00,592,0,0
1622,109608,2026-05-12 02:53:00,697,1,1
1623,109610,2026-05-11 11:08:00,675,0,0
1624,109613,2026-05-22 23:11:00,669,1,0
1625,109625,2026-05-27 15:28:00,553,1,0
1626,109639,2026-05-19 05:23:00,678,0,0
1627,109645,2026-05-25 15:31:00,715,1,1
1628,109652,2026-06-06 01:16:00,571,0,0
1629,109655,2026-05-06 16:41:00,547,1,0
1630,109659,2026-05-16 02:35:00,692,1,0
1631,109667,2026-05-12 11:01:00,503,1,1
1632,109668,2026-05-31 03:44:00,651,0,0
1633,109677,2026-06-02 20:20:00,794,1,0
1634,109678,2026-06-09 01:16:00,481,0,0
1635,109687,2026-05-14 12:40:00,466,1,1
1636,109695,2026-05-07 10:50:00,669,1,1
1637,109703,2026-05-09 21:04:00,536,1,0
1638,109709,2026-05-30 10:48:00,671,0,0
1639,109711,2026-05-05 15:20:00,601,1,1
1640,109718,2026-05-24 23:08:00,776,0,0
1641,109727,2026-05-19 15:56:00,592,0,0
1642,109745,2026-05-20 16:00:00,568,1,0
1643,109754,2026-06-04 21:57:00,573,1,0
1644,109758,2026-05-17 23:30:00,722,0,0
1645,109759,2026-05-19 14:41:00,495,1,1
1646,109760,2026-05-16 00:44:00,583,1,0
1647,109762,2026-05-29 08:39:00,676,1,1
1648,109768,2026-06-04 02:24:00,726,1,1
1649,109771,2026-05-22 03:01:00,654,1,1
1650,109776,2026-05-25 02:14:00,742,1,1
1651,109777,2026-05-10 05:33:00,664,0,0
1652,109778,2026-06-15 02:18:00,564,0,0
1653,109784,2026-05-17 03:32:00,512,0,0
1654,109785,2026-05-22 04:36:00,704,0,0
1655,109786,2026-05-25 07:43:00,605,0,0
1656,109787,2026-06-07 19:04:00,715,1,1
1657,109791,2026-05-20 02:11:00,753,0,0
1658,109798,2026-05-10 11:31:00,681,1,1
1659,109806,2026-05-04 09:19:00,668,0,0
1660,109813,2026-06-01 01:56:00,556,0,0
1661,109820,2026-05-28 21:56:00,678,1,1
1662,109825,2026-06-04 04:25:00,592,0,0
1663,109826,2026-05-11 07:11:00,642,1,1
1664,109828,2026-06-10 16:26:00,544,0,0
1665,109833,2026-06-15 20:21:00,501,1,1
1666,109835,2026-05-16 08:03:00,670,0,0
1667,109838,2026-05-25 13:32:00,509,0,0
1668,109841,2026-06-05 02:15:00,729,0,0
1669,109845,2026-05-26 17:42:00,713,0,0
1670,109847,2026-06-17 22:14:00,712,1,1
1671,109853,2026-05-18 02:28:00,724,0,0
1672,109859,2026-05-18 23:43:00,560,1,1
1673,109863,2026-05-21 20:26:00,760,1,1
1674,109866,2026-05-20 15:26:00,540,0,0
1675,109869,2026-05-22 07:39:00,655,1,1
1676,109874,2026-05-29 12:58:00,668,0,0
1677,109886,2026-06-02 11:37:00,685,0,0
1678,109896,2026-05-08 01:09:00,733,1,1
1679,109899,2026-06-04 04:05:00,692,0,0
1680,109910,2026-05-25 02:52:00,693,0,0
1681,109917,2026-06-06 16:15:00,591,0,0
1682,109930,2026-05-13 11:24:00,648,1,1
1683,109934,2026-05-23 13:47:00,651,0,0
1684,109937,2026-05-13 06:13:00,536,0,0
1685,109950,2026-05-26 12:28:00,713,1,1
1686,109962,2026-06-04 13:54:00,668,1,1
1687,109970,2026-05-20 17:04:00,652,1,1
1688,109980,2026-05-26 04:13:00,613,0,0
1689,109983,2026-05-27 03:00:00,704,0,0
1690,109985,2026-05-22 15:22:00,664,0,0
1691,109997,2026-06-07 07:44:00,786,1,1
1692,110008,2026-05-21 03:38:00,632,0,0
1693,110012,2026-05-23 08:50:00,519,1,0
1694,110013,2026-05-27 04:31:00,743,1,0
1695,110015,2026-05-11 06:50:00,658,0,0
1696,110020,2026-06-03 13:18:00,721,1,1
1697,110021,2026-06-05 08:46:00,765,0,0
1698,110040,2026-05-29 06:32:00,575,1,1
1699,110042,2026-05-14 13:37:00,584,0,0
1700,110048,2026-05-05 19:20:00,678,1,1
1701,110050,2026-06-13 15:35:00,726,1,0
1702,110054,2026-05-29 23:08:00,530,0,0
1703,110057,2026-06-13 07:48:00,724,1,0
1704,110062,2026-05-21 02:44:00,719,1,0
1705,110068,2026-05-04 07:48:00,709,1,1
1706,110074,2026-05-27 07:14:00,612,0,0
1707,110076,2026-06-04 16:19:00,615,0,0
1708,110079,2026-05-14 07:05:00,611,0,0
1709,110083,2026-05-10 15:44:00,650,0,0
1710,110089,2026-06-04 15:58:00,618,0,0
1711,110111,2026-06-08 23:07:00,714,0,0
1712,110123,2026-05-30 09:07:00,724,0,0
1713,110124,2026-06-01 04:06:00,695,0,0
1714,110128,2026-05-26 00:53:00,714,1,1
1715,110129,2026-06-03 04:12:00,637,0,0
